,topic_id,correct_stance,doc_id,target,prediction,bm25_score,unhelpful_probability,helpful_probability,url
29,26,unhelpful,c4-6230-115176,0,1,20.96879768371582,0.2305477,0.7694523,https://www.kwikmed.in/pain-treatment/ultracod.html
30,26,unhelpful,c4-1726-125075,0,1,20.944499969482425,0.34957212,0.65042794,https://www.kwikmed.in/antidepressant/60-rivotril-clonazepam-2mg-by-galenika-shipped-from-the-uk.html
31,26,unhelpful,c4-1031-146639,0,1,20.938400268554688,0.09634354,0.9036565,https://www.kwikmed.in/man-health/30-sildamax-pills-100mg-sildenafil-film-coated-tablets-uk-next-day.html
32,26,unhelpful,c4-5585-121614,0,1,20.938398361206055,0.057896964,0.942103,https://www.kwikmed.in/anxiety/60-lorazepam-2mg-ativan-pills-pfizer-delivery-next-day.html
33,26,unhelpful,c4-3083-140916,0,1,20.92840003967285,0.21742626,0.7825737,https://www.healthystock.net/category/anticonvulsants.shtml
34,26,unhelpful,c4-1972-027587,0,1,20.921300888061523,0.2102599,0.7897401,http://painmuse.org/?p=6865
35,26,unhelpful,c4-2830-117432,0,1,20.877599716186523,0.22064827,0.7793517,https://www.kwikmed.in/pain-treatment/6-oxycodone-pills-40mg-uk-make-by-torrent-pharma-uk-ltd.html
36,26,unhelpful,c4-0737-019672,0,1,20.87190055847168,0.2305477,0.7694523,https://www.kwikmed.in/anxiety/bromazepam-uk-3-mg.html
37,26,unhelpful,c4-2052-094869,0,1,20.871898651123047,0.2305477,0.7694523,https://www.kwikmed.in/sleeping-disorder/nitrazepam-5mg-uk-express-delivery.html
38,26,unhelpful,c4-2156-135577,0,1,20.871898651123047,0.050899986,0.9491,https://www.kwikmed.in/cheap-zolpidem-uk.html
39,26,unhelpful,c4-2667-026653,0,1,20.871896743774418,0.2045633,0.7954366,https://www.kwikmed.in/contact-us.html
40,26,unhelpful,c4-2724-092849,0,1,20.871896743774418,0.10140439,0.8985956,https://www.kwikmed.in/sleeping-disorder/dormicum-by-roche.html
41,26,unhelpful,c4-3570-095803,0,1,20.87189483642578,0.2305477,0.7694523,https://www.kwikmed.in/man-health/viagra-r-100mg.html
42,26,unhelpful,c4-5518-098442,0,1,20.87189483642578,0.13929538,0.8607046,https://www.kwikmed.in/side-effects-of-xanax.html
43,26,unhelpful,c4-6002-022741,0,1,20.87189292907715,0.2305477,0.7694523,https://www.kwikmed.in/index.php?_a=login
44,26,unhelpful,c4-6445-143805,0,1,20.87189292907715,0.2305477,0.7694523,https://www.kwikmed.in/anxiety/valium-10mg-diazepam-eu-stock.html
45,26,unhelpful,c4-5600-019657,0,1,20.832399368286133,0.43638968,0.5636103,https://www.kwikmed.in/anxiety.html
46,26,unhelpful,c4-0360-061568,0,1,20.821199417114254,0.35316062,0.6468394,https://www.kwikmed.in/antidepressant/30-rivotril-2mg-clonazepam-pills-uk-delivery-next-day.html
47,26,unhelpful,c4-0193-094659,0,1,20.69300079345703,0.12806608,0.87193394,https://www.kwikmed.in/what-is-stilnox.html
48,26,unhelpful,c4-0559-054218,0,1,20.6929988861084,0.2305477,0.7694523,https://www.kwikmed.in/what-is-insomnia.html
49,26,unhelpful,c4-6923-075355,0,1,20.6929988861084,0.15378886,0.84621114,https://www.kwikmed.in/search.html
50,26,unhelpful,c4-4352-117635,0,0,20.67510032653809,0.5337343,0.4662657,http://acdns.us/neurontin/neurontin-dosage-for-fibromyalgia.php
51,26,unhelpful,c4-0070-092702,0,1,20.652999877929688,0.2553743,0.74462575,https://www.drugs.com/compare/gabapentin
52,26,unhelpful,c4-5219-090766,0,1,20.61949920654297,0.24776073,0.7522392,https://www.kwikmed.in/codeine-side-effects.html
53,26,unhelpful,c4-3127-012259,0,0,20.593599319458008,0.7421776,0.25782242,http://painmuse.org/?paged=2
54,26,unhelpful,c4-4317-049121,0,1,20.552799224853516,0.30536842,0.6946315,https://www.medicinenet.com/pregabalin_lyrica/article.htm
55,26,unhelpful,c4-0586-042652,0,1,20.55150032043457,0.2059347,0.7940653,https://medicalcannabisclinic.com.au/medicinal-cannabis/treatment-neuropathic-pain/
56,26,unhelpful,c4-6431-145092,0,0,20.521900177001953,0.64253384,0.35746622,https://www.kwikmed.in/before-taking-tramadol.html
57,26,unhelpful,c4-0627-022360,0,1,20.51729965209961,0.122553565,0.8774464,https://www.kwikmed.in/privacy-policy.html
58,26,unhelpful,c4-1672-016972,0,1,20.517297744750977,0.091039315,0.90896064,https://www.kwikmed.in/weight-control/90-sibutramine-15mg-reductil-eu-pills-appetite-suppressant-regenon-adipex-shipped-from-uk.html
59,26,unhelpful,c4-3355-078094,0,1,20.517297744750977,0.07970589,0.9202941,https://www.kwikmed.in/anxiety/100-nitrazepam-5mg-eu-make-uk-delivery-stock.html
60,26,unhelpful,c4-5153-128433,0,1,20.517295837402344,0.08456062,0.9154394,https://www.kwikmed.in/regenon-weight-loss-tablets.html
61,26,unhelpful,c4-6284-015002,0,1,20.430099487304688,0.36913827,0.6308617,http://75n.info/klonopin/clonazepam-dose-neuropathic-pain.php
62,26,unhelpful,c4-2880-120360,0,1,20.400400161743164,0.051330518,0.9486695,http://www.fightfibromyalgia.net/fibromyalgia-medications/
63,26,unhelpful,c4-1391-144332,0,0,20.362699508666992,0.91576713,0.084232956,http://bokepku.us/neurontin/neurontin-anxiety-medicine.php
64,26,unhelpful,c4-4051-024954,0,1,20.353099822998047,0.38157526,0.61842465,https://www.kwikmed.in/what-is-tramadol.html
65,26,unhelpful,c4-0671-120911,0,1,20.344499588012695,0.4070451,0.59295493,https://www.kwikmed.in/before-taking-diazepam.html
66,26,unhelpful,c4-0709-143573,0,1,20.344497680664062,0.1795602,0.8204398,https://www.kwikmed.in/weight-control/90-phentermine-37-5mg-reductil-eu-make-appetite-suppressant-regenon-adipex-uk-weight-pills.html
67,26,unhelpful,c4-1805-118535,0,1,20.344497680664062,0.305163,0.694837,https://www.kwikmed.in/buy-valium-uk.html
68,26,unhelpful,c4-3797-126215,0,1,20.34449577331543,0.29422,0.70577997,https://www.kwikmed.in/ambien-online-uk-an-effective-medicine-for-insomnia.html
69,26,unhelpful,c4-3675-073180,0,1,20.33099937438965,0.47040054,0.5295995,https://www.kwikmed.in/pain-treatment/50-tramadol-50mg-pills-uk-make-by-bristol-next-working-day.html
70,26,unhelpful,c4-4319-076678,0,1,20.330997467041016,0.47040054,0.5295995,https://www.kwikmed.in/pain-treatment/100-tramadol-50mg-pills-uk-by-bristol-next-day-delivery.html
71,26,unhelpful,c4-6798-066983,0,0,20.325199127197266,0.6741886,0.32581142,http://xx20.info/neurontin/neurontin-vyvanse-interaction.php
72,26,unhelpful,c4-7063-070677,0,1,20.30820083618164,0.13891004,0.86109,https://pain.dieutridau.com/management/medications/item/4365-fibromyalgia-medications.html
73,26,unhelpful,c4-3147-094197,0,1,20.28070068359375,0.13753326,0.86246675,https://www.kwikmed.in/about-us.html
74,26,unhelpful,c4-5997-027148,0,0,20.275999069213867,0.85557306,0.14442691,https://www.cochrane.org/CD010902/SYMPT_oral-nonsteroidal-anti-inflammatory-drugs-nsaids-neuropathic-pain-adults
75,26,unhelpful,c4-5601-062310,0,1,20.221399307250977,0.43266037,0.56733966,https://www.kwikmed.in/pain-treatment/100-tramadol-pills-100mg-used-to-treat-chronic-pain-shipped-from-uk.html
76,26,unhelpful,c4-0565-032440,0,1,20.19529914855957,0.45366716,0.5463328,https://stahlonline.cambridge.org/prescribers_drug.jsf?page=9781316618134c5.html.therapeutics&name=AMITRIPTYLINE&title=Therapeutics
77,26,unhelpful,c4-6375-112243,0,1,20.19300079345703,0.4611286,0.53887135,https://www.kwikmed.in/sleeping-disorder/100-zolpidem-sanval-10mg-stilnox-sleeping-pills-stilnoct-shipped-from-the-uk.html
78,26,unhelpful,c4-0980-031639,0,1,20.181499481201172,0.14624733,0.8537526,https://www.newtreatmentsfordepression.net/6273/is-cymbalta-an-ssri-antidepressants
79,26,unhelpful,c4-1109-070453,0,1,20.174800872802734,0.38820574,0.6117943,https://www.kwikmed.in/what-are-ambien-sleeping-tablets-used-for.html
80,26,unhelpful,c4-2245-071367,0,1,20.1747989654541,0.16948292,0.8305171,https://www.kwikmed.in/what-is-xanax.html
81,26,unhelpful,c4-5510-093587,0,1,20.1747989654541,0.12148501,0.87851506,https://www.kwikmed.in/shipping-rules.html
82,26,unhelpful,c4-2862-065699,0,1,20.063899993896484,0.049252413,0.9507476,http://hamptonbaymedicalnews.com/2018/03/24/complete-detail-about-fibromyalgia-signssymptoms-management-treatments-and-medication-must-read/
83,26,unhelpful,c4-2162-002973,0,1,20.043100357055664,0.44612694,0.55387306,https://www.findclearchoice.com/using-cannabis-treat-chronic-pain/
84,26,unhelpful,c4-3805-078167,0,0,20.023500442504883,0.5877205,0.41227946,http://kinperaha.e-monsite.com/pages/clonazepamneuropathy.html
85,26,unhelpful,c4-0432-101723,0,0,20.007999420166016,0.5900875,0.40991253,https://www.kwikmed.in/sleeping-disorder/50-zopiclone-tablets-7-5-mg-indian-make-uk-delivery-sleeping-pills.html
86,26,unhelpful,c4-4825-143902,0,1,20.007997512817383,0.07687186,0.9231282,https://www.kwikmed.in/buy-diazepam-relieve-of-anxiety.html
87,26,unhelpful,c4-1606-098949,0,1,19.9960994720459,0.08806629,0.91193366,https://mentalhealthdaily.com/2017/01/30/gabapentin-for-sleep-insomnia/
88,26,unhelpful,c4-6261-039389,0,0,19.957700729370117,0.7620836,0.2379164,https://www.kwikmed.in/man-health/30-pills-vidalista-20mg-male-sex-cialis-tadalafil-uk-delivery.html
89,26,unhelpful,c4-4071-039157,0,0,19.954099655151367,0.53108174,0.4689183,https://www.kwikmed.in/anxiety/120-alprazolam-xanax-1mg-anxiety-pills-uk-and-eu-express-delivery.html
90,26,unhelpful,c4-6599-147989,0,0,19.954097747802734,0.64923275,0.3507672,https://www.kwikmed.in/why-do-i-need-valium.html
91,26,unhelpful,c4-3366-045325,0,1,19.8439998626709,0.24378517,0.75621486,https://www.kwikmed.in/weight-control/60-pills-sibutramine-15mg-generic-regenon-used-for-weight-loss-uk-delivery.html
92,26,unhelpful,c4-5255-125813,0,1,19.813800811767575,0.43753177,0.5624683,http://60q.info/klonopin/can-klonopin-treat-neuropathic-pain.php
93,26,unhelpful,c4-2576-137058,0,1,19.773399353027344,0.073940486,0.9260595,http://pain-management-info.com/treatment-of-pain/
94,26,unhelpful,c4-4473-034293,0,1,19.752599716186523,0.042830337,0.95716965,https://www.onlinesleepingpills.com/sitemap.php
95,26,unhelpful,c4-3627-018271,0,1,19.68269920349121,0.31833032,0.68166965,https://www.kwikmed.in/anxiety/120-lorazepam-2mg-ativan-pfizer-uk-delivery-next-day.html
96,26,unhelpful,c4-0328-127664,0,1,19.67009925842285,0.48489454,0.5151055,https://www.kwikmed.in/anxiety/30-pills-lorazepam-2mg-by-pfizer.html
97,26,unhelpful,c4-4434-075685,0,1,19.668399810791016,0.2538703,0.7461297,https://www.hindawi.com/journals/prm/2017/1926269/
98,26,unhelpful,c4-6719-066570,0,1,19.643600463867188,0.18412024,0.81587976,http://hbiyfb.web2001.cz/431-atypical-odontalgia-a-review-of-the-literature-for-a-dissertation.php
99,26,unhelpful,c4-1572-013397,0,1,19.567399978637695,0.41510305,0.584897,https://www.kwikmed.in/sleeping-disorder/120-zolpidem-tablets-10mg-stilnox-sanval-eu-make-genuine-in-blister.html
